Series Name,Series Code,Country Name,Country Code,1990,2000,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Afghanistan,AFG,,,2.85096025,2.233482,2.77086252,2.92699537,3.04678667,3.05628788,3.34826009,2.72140895,5.38899046,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Albania,ALB,,30.82557931,104.124526,103.7971804,113.4170211,118.4573884,107.5986332,115.212352,120.7582351,148.4365691,,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Algeria,DZA,,44.31665313,202.9446549,244.7235767,235.8387389,258.972463,205.4267913,176.5028096,170.1995119,168.575678,161.3332849,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,American Samoa,ASM,,,,,,,,,,,,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Andorra,AND,,852.4205046,1759.515873,1574.375856,1627.334496,1725.140756,1549.631194,1631.386656,1789.861213,1916.984563,1906.859429,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Angola,AGO,,7.56664377,79.07305692,79.7316527,89.07904913,71.29150188,51.43055902,41.98650334,52.91251824,36.73723231,29.40330087,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Antigua and Barbuda,ATG,,296.5008599,395.111243,409.4112173,398.8714489,469.0433445,450.9435822,434.7642889,421.2264628,485.8211919,444.2970231,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Argentina,ARG,,387.9216093,728.9166855,854.2635788,904.1334823,841.4892015,1021.710455,716.4738335,966.7296385,692.6174314,589.9282328,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Armenia,ARM,,5.94520865,58.98201922,58.10586937,52.80022312,60.01179356,58.08499052,58.81064273,53.72709008,52.11013478,65.00251312,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Aruba,ABW,,,,,,,,,,,,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Australia,AUS,,1177.264369,4294.300638,4292.133583,3939.88214,3786.09967,3327.910433,3422.322827,3668.343198,3689.900787,3890.514399,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Austria,AUT,,1682.861504,3756.436853,3618.981981,3778.296657,3911.283405,3342.268337,3408.049573,3541.207442,3863.314983,3827.198257,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Azerbaijan,AZE,,5.62703735,68.35272023,83.75854822,84.00007611,89.28279353,71.84861122,45.24860304,41.59234646,43.97442155,61.28403363,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,"Bahamas, The",BHS,,408.0435903,665.114313,682.1694233,734.3497643,750.8472359,725.5407923,863.1836909,1196.873416,1000.115779,1041.648342,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Bahrain,BHR,,320.7123292,503.6260375,634.7738422,694.9192683,716.5220164,732.3929999,674.3210194,652.8767458,584.8989124,556.7572044,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Bangladesh,BGD,,2.45598325,4.77990271,4.80208046,5.2628843,5.66212682,5.79152348,5.67698142,6.24578523,7.1157897,8.54123854,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Barbados,BRB,,311.5403276,550.6732058,699.3630618,626.2129453,541.7412208,528.856749,532.4875489,522.3283768,521.4302734,512.5999532,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Belarus,BLR,,45.40636833,202.5962541,240.2067191,286.0234165,281.8421909,220.4950822,211.8482109,230.5093659,247.6800838,281.0997602,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Belgium,BEL,,1378.759347,3762.450151,3603.065028,3765.966924,3871.980928,3257.565296,3501.824869,3692.657462,3944.487293,3808.438169,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Belize,BLZ,,62.30260423,165.3168263,161.8961812,172.0019959,183.6695056,192.6903636,203.7181976,193.971579,196.1819515,205.0021173,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Benin,BEN,,4.13761427,8.99635359,8.5510144,9.56709618,7.42984444,6.30409164,6.25092677,9.25648525,6.09102944,6.59708499,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Bermuda,BMU,,,,,,,,,,,,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Bhutan,BTN,,24.61167769,58.41002981,59.81879534,60.78598144,61.34941519,73.18416614,73.14326558,78.13637742,81.7279877,85.32454068,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Bolivia,BOL,,24.26097708,70.87426629,78.20132181,94.87787773,113.7956944,130.7424901,136.2788555,149.0441263,171.6008855,175.1855224,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Bosnia and Herzegovina,BIH,,60.4679834,316.0451506,310.9603366,337.5731184,355.2016697,305.9679055,327.5307225,338.1266935,377.2187483,380.6052276,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Botswana,BWA,,112.5203974,270.2549873,279.3012487,287.4915007,295.5628574,263.8361274,267.9535738,366.3618454,388.2312621,378.1180043,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Brazil,BRA,,130.1274607,459.0426739,414.9755797,436.8038849,448.0372096,339.6778017,343.9113818,392.4951331,355.9190342,347.6769299,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,British Virgin Islands,VGB,,,,,,,,,,,,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Brunei Darussalam,BRN,,428.038472,802.8459386,805.4532276,769.4304429,740.2053422,706.9205723,657.573674,613.5666034,726.0693933,633.4172117,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Bulgaria,BGR,,56.27174488,300.9387531,283.7979862,309.6563905,352.4942982,291.4591606,310.0373399,343.0952427,397.6374404,412.8451123,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Burkina Faso,BFA,,2.45820827,10.11230179,8.06892267,12.69688662,12.89843595,9.51366673,16.42737716,19.27521451,17.11735616,17.7057667,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Burundi,BDI,,1.99905989,8.66304198,6.73670056,3.95966466,7.6597365,7.3929131,5.39600836,5.97961042,6.22053323,6.86518735,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Cabo Verde,CPV,,44.94274967,107.1626918,106.0084042,110.5007044,109.2203593,96.59447036,96.4463752,108.034017,116.0582887,116.9863605,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Cambodia,KHM,,3.89915439,11.29199085,13.37606311,14.38609314,13.55685972,15.63701769,16.93399564,21.01974791,24.98236818,27.54318045,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Cameroon,CMR,,4.39384712,8.39464927,8.98377825,7.33903006,9.46123297,5.03007415,5.17153014,2.0749774,3.22925578,1.8114012,
