Series Name,Series Code,Country Name,Country Code,1990,2000,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Afghanistan,AFG,,,50.85347366,51.44026184,55.03462982,59.00893402,58.90652847,60.18867111,65.70602417,69.99860382,65.80603027,
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Albania,ALB,,80.61695099,211.0755158,213.7197418,236.957962,251.3582611,192.8851318,202.0133209,226.2806702,274.914093,,
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Algeria,DZA,,61.58218002,287.3861084,335.5619507,331.9416809,359.6421204,291.5535278,260.761261,258.0639648,256.0094605,248.2058716,
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,American Samoa,ASM,,,,,,,,,,,,
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Andorra,AND,,1302.620728,2634.032715,2370.057129,2432.782715,2529.089844,2246.254395,2361.217529,2567.423828,2821.80127,2744.194336,
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Angola,AGO,,12.99896717,122.1072311,122.185585,143.6068726,131.6476593,108.5829392,95.12497711,114.3346024,87.31073761,71.32600403,
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Antigua and Barbuda,ATG,,512.5682983,693.807251,727.256958,711.2297974,792.8414917,754.2418823,778.4511108,750.0192261,808.6992798,760.2649536,
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Argentina,ARG,,708.7695313,1208.391602,1368.422974,1421.657593,1286.217651,1531.484253,1153.534058,1529.670044,1127.928467,945.9919434,
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Armenia,ARM,,26.12908936,330.5755615,336.3205566,396.232544,405.7288818,364.9728088,357.4577637,405.6506958,422.2826843,523.9990845,
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Aruba,ABW,,,,,,,,,,,,
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Australia,AUS,,1638.814941,5861.702637,6025.344727,5813.985352,5607.917969,4862.601563,4993.689453,5340.364746,5364.542969,5427.462402,
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Austria,AUT,,2269.126465,5167.817871,4966.095703,5235.341309,5393.602051,4612.824219,4709.875977,4938.919922,5322.262695,5242.183105,
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Azerbaijan,AZE,,19.14171791,176.4084778,222.9855194,239.9508057,267.3097229,226.510025,156.9957275,155.0982666,168.3916473,193.1088409,
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Bahamas, The",BHS,,1030.968994,1491.041626,1568.287964,1609.317993,1670.240356,1635.882935,1774.021729,2162.423584,2002.412964,2004.616333,
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Bahrain,BHR,,485.6864624,805.3147583,971.3684692,1066.132446,1101.256836,1128.759155,1098.883545,1126.066895,994.1790161,940.3956909,
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Bangladesh,BGD,,8.56026173,22.84561729,23.45907974,26.67387962,29.74625206,32.84908676,34.56891251,37.40678406,41.90407562,45.85716248,
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Barbados,BRB,,600.80896,1135.5177,1263.918701,1233.114868,1153.884155,1119.548218,1129.193359,1151.693726,1164.544556,1143.322021,
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Belarus,BLR,,57.66816711,319.7537231,365.874939,456.4916687,450.2226257,362.7528381,298.6265869,333.5410767,351.0068054,399.3970947,
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Belgium,BEL,,1849.916016,4943.796875,4706.470215,4947.769531,5072.950684,4291.489746,4534.22998,4775.8125,5134.414551,4960.393555,
