Series Name,Series Code,Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
GDP (current US$),NY.GDP.MKTP.CD,"Gambia, The",GMB,,,,,,,44212353.70,46695363.16,41160658.57,45168722.70,52296836.75,55728608.97,59161545.00,75187969.92,95797533.46,115182522.10,112189468.50,138094243.30,171836793.40,207114382.50,241080708.90,218764445.80,216051496.00,213446562.60,177338801.90,225724851.70,185646209.40,220626484.20,266673126.20,284119692.50,317083373.50,690314321.40,714255460.50,755042548.10,746491692.60,785996982.50,848237108.60,803630742.50,840285264.60,814723460.10,782915402.40,687408804.60,578236035.10,487038821.60,961900106.90,1027702254.00,1054113427.00,1279704745.00,1561763437.00,1450140386.00,1543292393.00,1409694554.00,1415006238.00,1375608956.00,1229460602.00,1378176868.00,1484579844.00,1504909753.00,1670670669.00,1812529105.00,1868086275.00
GDP (current US$),NY.GDP.MKTP.CD,Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753540784.00,,,2688016393.00,2514070772.00,2693768413.00,3095047604.00,3510520231.00,3613541517.00,2800049395.00,3057475335.00,3219488664.00,3395728014.00,3991284895.00,5125365192.00,6410823633.00,7745394293.00,10172882371.00,12795076469.00,10766836277.00,12243505583.00,15107441447.00,16488403076.00,17189551521.00,17627003455.00,14953950557.00,15141758567.00,16242916916.00,17599700091.00,17477255562.00,15846489611.00
GDP (current US$),NY.GDP.MKTP.CD,Germany,DEU,,,,,,,,,,,215838000000.00,249985000000.00,299802000000.00,398374000000.00,445303000000.00,490637000000.00,519754000000.00,600498000000.00,740470000000.00,881345000000.00,950291000000.00,800472000000.00,776576000000.00,770684000000.00,725111000000.00,732535000000.00,1046260000000.00,1298180000000.00,1401230000000.00,1398970000000.00,1771670000000.00,1868950000000.00,2131570000000.00,2071320000000.00,2205070000000.00,2585790000000.00,2497240000000.00,2211990000000.00,2238990000000.00,2194200000000.00,1943150000000.00,1944110000000.00,2068620000000.00,2496130000000.00,2809190000000.00,2845800000000.00,2992200000000.00,3421230000000.00,3730030000000.00,3397790000000.00,3396350000000.00,3744410000000.00,3527340000000.00,3732740000000.00,3883920000000.00,3356240000000.00,3467500000000.00,3681730000000.00,3975350000000.00,3888330000000.00,3846410000000.00
GDP (current US$),NY.GDP.MKTP.CD,Ghana,GHA,1217230038.00,1302674264.00,1382515590.00,1540797517.00,1731296119.00,2053462872.00,2126300573.00,1747187539.00,1666910166.00,1962051319.00,2215029450.00,2417107708.00,2112292945.00,2465492958.00,2894409938.00,2810106383.00,2765254237.00,3189428571.00,3662478185.00,4020227920.00,4445228216.00,4222441615.00,4035994398.00,4057275043.00,4412279843.00,4504342149.00,5727602645.00,5074829932.00,5197840979.00,5251764264.00,5889174825.00,6596546196.00,6413901602.00,5966255778.00,5444560669.00,6465137615.00,6934984709.00,6891308594.00,7480968858.00,7719354839.00,4983024408.00,5314909954.00,6166330136.00,7632406553.00,8881368538.00,10744675210.00,20440893017.00,24827844950.00,28678701891.00,26048108185.00,32197272797.00,39337314810.00,41270954737.00,62823043706.00,54782847753.00,49406568433.00,56165172899.00,60406382899.00,67299280680.00,68337537816.00,68532281806.00
GDP (current US$),NY.GDP.MKTP.CD,Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDP (current US$),NY.GDP.MKTP.CD,Greece,GRC,4335186017.00,4961400439.00,5213047711.00,5895278024.00,6669673257.00,7689154053.00,8591517944.00,9275600800.00,10090675903.00,11615657031.00,13139863636.00,14591750000.00,16885511364.00,22347848101.00,25351306818.00,28525876727.00,31152835821.00,36176234968.00,44270204082.00,54481876725.00,56829664269.00,52346506765.00,54617989796.00,49428873839.00,48020024184.00,47820851221.00,56379593476.00,65652750377.00,76261277925.00,79169043223.00,97891092003.00,105143000000.00,116225000000.00,108809000000.00,116602000000.00,136878000000.00,145862000000.00,143158000000.00,144428000000.00,142541000000.00,130134000000.00,136191000000.00,153831000000.00,201924000000.00,240521000000.00,247783000000.00,273318000000.00,318498000000.00,354461000000.00,330000000000.00,296835000000.00,282626000000.00,242043000000.00,238840000000.00,235145000000.00,195605000000.00,193017000000.00,199351000000.00,211946000000.00,205144000000.00,188835000000.00
GDP (current US$),NY.GDP.MKTP.CD,Greenland,GRL,,,,,,,,,,,69520026.67,88570952.87,106101175.70,140153748.20,169918948.60,211194305.70,240780413.60,282269373.00,355989047.30,420642463.40,476055288.40,435746974.80,402405069.40,416183706.90,379371608.40,412876071.10,603015696.50,787392365.80,898611007.90,929796722.40,1018970365.00,1016493395.00,1037921837.00,927219728.90,1005879948.00,1208946166.00,1197509787.00,1072147778.00,1149862703.00,1131561595.00,1068030830.00,1086172923.00,1169138789.00,1558753434.00,1822486689.00,1849805733.00,2013099482.00,2249811709.00,2499107511.00,2529948330.00,2503156061.00,2684467376.00,2609667674.00,2684952727.00,2842048998.00,2499115623.00,2707146783.00,2851610656.00,3040414278.00,2982247279.00,
GDP (current US$),NY.GDP.MKTP.CD,Grenada,GRD,,,,,,,,,,,,,,,,,,71494495.19,88322386.30,102244362.20,110900457.00,115651918.90,125435590.00,131803552.20,145533310.70,167728455.20,187589522.60,215009569.60,236357523.70,267327642.20,278098763.00,300757888.90,310160444.40,309812185.20,325111814.80,342172518.50,366911444.40,392190592.60,445903592.60,482009370.40,520044370.40,520444185.20,540336925.90,591018407.40,599118592.60,695555555.60,698700666.70,758683592.60,825976037.00,771275555.60,771013259.30,778655925.90,799882259.30,842620111.10,911497407.40,997007925.90,1061640741.00,1125685185.00,1166523556.00,1212694407.00,1042100556.00
GDP (current US$),NY.GDP.MKTP.CD,Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394000000.00,3569000000.00,3869000000.00,4213000000.00,4238000000.00,4397000000.00,4658000000.00,4828000000.00,4949000000.00,4984000000.00,5265000000.00,5399000000.00,5610000000.00,5799000000.00,5901000000.00,6013000000.00,6060000000.00,6364000000.00,5844000000.00
GDP (current US$),NY.GDP.MKTP.CD,Guatemala,GTM,1043599900.00,1076699900.00,1143600000.00,1262800000.00,1299099900.00,1331399900.00,1390700000.00,1453500000.00,1610500000.00,1715399900.00,1904000000.00,1984800000.00,2101300000.00,2569200100.00,3161499900.00,3645900000.00,4365300200.00,5480500200.00,6070600200.00,6902600200.00,7878700000.00,8607500300.00,8716999700.00,9050000400.00,9470000100.00,9721652087.00,7231963516.00,7084399840.00,7841602824.00,8410724361.00,7650125217.00,9406097735.00,10440842165.00,11399942453.00,12983235568.00,14655404433.00,15674835615.00,17790026222.00,19395491993.00,18318412251.00,19288827159.00,18405203853.00,20444205991.00,21576351799.00,23577286227.00,26783543667.00,29744368111.00,33567868323.00,38503862831.00,37125943565.00,40676432029.00,46876114650.00,49593961142.00,52996540704.00,57852399964.00,62186186576.00,66053725049.00,71654134379.00,73208583759.00,77020015201.00,77604632171.00
GDP (current US$),NY.GDP.MKTP.CD,Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,1995186721.00,2041538040.00,2384295982.00,2432029434.00,2666750686.00,3015058139.00,3284620543.00,3279096606.00,3383092828.00,3693710533.00,3868968302.00,3783700462.00,3588375477.00,3461282543.00,2995361141.00,2829435957.00,2950198649.00,3446441698.00,3635458133.00,2937071767.00,4220019243.00,6281917656.00,6964179194.00,6716904569.00,6853467858.00,6785137173.00,7638045254.00,8376613843.00,8778473615.00,8794202444.00,8595955581.00,10324668267.00,11857030337.00,13513809258.00,15681050917.00
GDP (current US$),NY.GDP.MKTP.CD,Guinea-Bissau,GNB,,,,,,,,,,,78733594.84,78540057.14,87702828.57,89374237.29,98775328.95,108985740.20,112386489.00,114971207.20,122666858.80,118537875.10,110653830.70,154731969.70,165523634.50,163577538.30,138478900.60,143856253.10,130225018.80,173836362.00,164458120.30,213143016.40,243961995.50,257150374.10,226313443.70,236880821.70,235620043.50,253966922.30,270419779.40,268550998.20,206457544.50,224446663.80,371095510.00,392621385.90,417806667.10,477458598.70,532062927.40,587029054.40,592365688.10,696910810.90,868154708.50,830126470.00,849878424.20,1099818652.00,989271229.60,1046087418.00,1054915645.00,1048229629.00,1179004941.00,1350177128.00,1504630121.00,1439638443.00,1431758243.00
GDP (current US$),NY.GDP.MKTP.CD,Guyana,GUY,170215248.20,185848451.30,194948375.40,175756868.70,194773376.90,213235294.10,228705882.40,250176470.60,229750000.00,249300000.00,267800000.00,282050000.00,285380952.40,307047619.00,433954545.50,494791666.70,454440000.00,449880000.00,507080000.00,530440000.00,603200000.00,570357107.10,482000000.00,489333333.30,437631605.30,453488372.10,504651139.50,354591846.90,413799990.00,379779389.70,396582263.30,348533094.80,373573141.50,454101382.50,540874934.20,621626785.90,705406001.40,749138009.60,717530683.20,694754988.30,712667896.70,712167575.60,726131434.70,743064076.80,787814379.20,824880550.30,2379818383.00,2730971150.00,3025187924.00,3165663153.00,3432913073.00,3691384318.00,4063089192.00,4167800259.00,4127659492.00,4279840194.00,4482697337.00,4748174334.00,4787636237.00,5173760192.00,5471256595.00
GDP (current US$),NY.GDP.MKTP.CD,Haiti,HTI,273187200.00,271066000.00,281896800.00,294883400.00,325281200.00,353251800.00,368948600.00,369124200.00,367968800.00,391820400.00,331200000.00,362800000.00,372000000.00,466800000.00,565400000.00,681400000.00,879000000.00,947000000.00,974200000.00,1080600000.00,1383800000.00,1479400000.00,1474200000.00,1623600000.00,1816200000.00,2009400000.00,2318000000.00,2047200000.00,2613926800.00,2736243800.00,3096289800.00,3473540602.00,2257121668.00,1878248741.00,2167564195.00,2813313279.00,2907514523.00,3338938830.00,3723909227.00,4153736347.00,6813577558.00,6331961555.00,6058134467.00,4826827577.00,6036959915.00,7184064657.00,7518107787.00,9522763154.00,10485225353.00,11597014807.00,11859315079.00,13008754111.00,13708926466.00,14902474091.00,15139264670.00,14833154472.00,13987693739.00,15035560373.00,16455034353.00,14785839383.00,14508218017.00
GDP (current US$),NY.GDP.MKTP.CD,Honduras,HND,335650000.00,356200000.00,387750000.00,410200000.00,457000000.00,508650000.00,549950000.00,598100000.00,646800000.00,668000050.00,723000000.00,731000000.00,802999950.00,912499950.00,1034500000.00,1124000000.00,1347999950.00,1669499950.00,3097242093.00,3544281976.00,3968160046.00,4043894879.00,4266503526.00,4476697185.00,4915311846.00,5278120713.00,5677828959.00,6190521241.00,5902717092.00,5432344902.00,4923009552.00,4648668479.00,4943700431.00,4926728933.00,4642280682.00,5347445005.00,5215028986.00,5737099650.00,6366340266.00,6414520530.00,7103826902.00,7565854724.00,7775251510.00,8140278401.00,8772169959.00,9672023050.00,10841724917.00,12275500116.00,13789443623.00,14486159608.00,15729649159.00,17588098575.00,18400538859.00,18372173381.00,19618567250.00,20833948800.00,21566622850.00,22975415842.00,23900438564.00,24915522849.00,23662231634.00
GDP (current US$),NY.GDP.MKTP.CD,"Hong Kong SAR, China",HKG,1320796652.00,1383681651.00,1612346412.00,1935298266.00,2206466461.00,2435078534.00,2489845017.00,2692474989.00,2716964388.00,3189740055.00,3800766536.00,4476001946.00,5710107420.00,8030117556.00,9388663646.00,10048022370.00,12876366009.00,15719433719.00,18315007366.00,22526035941.00,28861759209.00,31055409443.00,32291306282.00,29907091340.00,33511383986.00,35699543051.00,41075570592.00,50622571586.00,59707404561.00,68790369107.00,76928290842.00,88959620136.00,104272000000.00,120354000000.00,135812000000.00,144653000000.00,159717000000.00,177353000000.00,168886000000.00,165768000000.00,171668000000.00,169403000000.00,166349000000.00,161385000000.00,169100000000.00,181570000000.00,193536000000.00,211597000000.00,219280000000.00,214046000000.00,228638000000.00,248514000000.00,262629000000.00,275697000000.00,291459000000.00,309384000000.00,320838000000.00,341244000000.00,361692000000.00,363016000000.00,346586000000.00
GDP (current US$),NY.GDP.MKTP.CD,Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34753569693.00,38730585922.00,40124916941.00,43166678735.00,46425677734.00,46658755152.00,47296952929.00,48706787306.00,49073380174.00,47218405892.00,53749989092.00,67608919144.00,85302003908.00,104141000000.00,113237000000.00,115751000000.00,140228000000.00,158374000000.00,131114000000.00,132231000000.00,142000000000.00,128857000000.00,135733000000.00,141079000000.00,125210000000.00,128636000000.00,143136000000.00,160587000000.00,163526000000.00,155808000000.00
GDP (current US$),NY.GDP.MKTP.CD,Iceland,ISL,248434097.00,253885656.30,284916516.20,340061650.10,434267936.90,523694949.40,628893310.40,621225962.20,474399471.60,414709311.40,526704545.50,670251136.40,839652164.10,1154440253.00,1515190595.00,1406875081.00,1669488390.00,2208509076.00,2511826196.00,2853435054.00,3381419043.00,3492997010.00,3206626564.00,2765950295.00,2864441356.00,2984052332.00,3989622715.00,5520318353.00,6106635770.00,5672569396.00,6468736287.00,6909730237.00,7080981669.00,6218581472.00,6389460286.00,7123633356.00,7426081278.00,7569666974.00,8503693099.00,8982047589.00,9025660362.00,8234846805.00,9318395055.00,11429333038.00,13825302536.00,16852963067.00,17465318552.00,21652505597.00,18074622987.00,13154414219.00,13751161918.00,15221622926.00,14751508134.00,16125060515.00,17867662178.00,17517210519.00,20793168031.00,24728285177.00,26267063758.00,24857740445.00,21718075725.00
GDP (current US$),NY.GDP.MKTP.CD,India,IND,37029883875.00,39232435784.00,42161481859.00,48421923459.00,56480289941.00,59554854575.00,45865462034.00,50134942203.00,53085455871.00,58447995017.00,62422483055.00,67350988021.00,71463193830.00,85515269586.00,99525899116.00,98472796457.00,102717000000.00,121487000000.00,137300000000.00,152992000000.00,186325000000.00,193491000000.00,200715000000.00,218262000000.00,212158000000.00,232512000000.00,248986000000.00,279034000000.00,296589000000.00,296042000000.00,320979000000.00,270105000000.00,288208000000.00,279296000000.00,327276000000.00,360282000000.00,392897000000.00,415868000000.00,421351000000.00,458820000000.00,468395000000.00,485441000000.00,514938000000.00,607699000000.00,709149000000.00,820382000000.00,940260000000.00,1216740000000.00,1198900000000.00,1341890000000.00,1675620000000.00,1823050000000.00,1827640000000.00,1856720000000.00,2039130000000.00,2103590000000.00,2294800000000.00,2651470000000.00,2701110000000.00,2870500000000.00,2660250000000.00
GDP (current US$),NY.GDP.MKTP.CD,Indonesia,IDN,,,,,,,,5667756645.00,7076465295.00,8337423313.00,9150684932.00,9333536360.00,10997590361.00,16273253012.00,25802409639.00,30463855422.00,37269156627.00,45808915663.00,51455719100.00,51400186379.00,72482337370.00,85518233451.00,90158449307.00,81052283405.00,84853699994.00,85289491750.00,79954072570.00,75929617577.00,84300174477.00,94451427898.00,106141000000.00,116622000000.00,128027000000.00,158007000000.00,176892000000.00,202132000000.00,227370000000.00,215749000000.00,95445547873.00,140001000000.00,165021000000.00,160447000000.00,195661000000.00,234772000000.00,256837000000.00,285869000000.00,364571000000.00,432217000000.00,510229000000.00,539580000000.00,755094000000.00,892969000000.00,917870000000.00,912524000000.00,890815000000.00,860854000000.00,931877000000.00,1015620000000.00,1042270000000.00,1119090000000.00,1058420000000.00
GDP (current US$),NY.GDP.MKTP.CD,"Iran, Islamic Rep.",IRN,4199134390.00,4426949095.00,4693566416.00,4928628018.00,5379845648.00,6197319929.00,6789938672.00,7555383690.00,8623172960.00,9743089607.00,10976245154.00,13731801564.00,17153463263.00,27081698250.00,46209092072.00,51776222350.00,68055295081.00,80600122702.00,77994316621.00,90391877326.00,94362275580.00,100499000000.00,125949000000.00,156365000000.00,162277000000.00,180184000000.00,209095000000.00,134010000000.00,123058000000.00,120496000000.00,124813000000.00,,,63743623232.00,71841461173.00,96419225744.00,120404000000.00,113919000000.00,110277000000.00,113848000000.00,109592000000.00,126879000000.00,128627000000.00,153545000000.00,190043000000.00,226452000000.00,266299000000.00,349882000000.00,412336000000.00,416397000000.00,486808000000.00,580765000000.00,598868000000.00,460293000000.00,432687000000.00,384951000000.00,417984000000.00,445345000000.00,294357000000.00,258245000000.00,203471000000.00
GDP (current US$),NY.GDP.MKTP.CD,Iraq,IRQ,,,1954634836.00,1978437693.00,2340521143.00,,,,2896947634.00,3008120975.00,3281713806.00,3865346535.00,4113848002.00,5134367778.00,11516762614.00,13458516763.00,17754825601.00,19838130715.00,23762275652.00,37816457839.00,52569000000.00,37823000000.00,42382333333.00,40712903226.00,46938387097.00,48425161290.00,47264516129.00,56774193548.00,62684516129.00,65831935484.00,180408000000.00,407796349.70,553671957.70,1031944881.00,3991349283.00,12894029888.00,10433698621.00,20764857056.00,20617405044.00,36881601584.00,48364250944.00,36176430129.00,32928454672.00,21921569479.00,36627901762.00,49954890353.00,65140147197.00,88837055195.00,131614000000.00,111658000000.00,138517000000.00,185750000000.00,218002000000.00,234638000000.00,228416000000.00,166774000000.00,166602000000.00,187218000000.00,227367000000.00,235097000000.00,166757000000.00
GDP (current US$),NY.GDP.MKTP.CD,Ireland,IRL,1939329775.00,2088012282.00,2260349684.00,2430843768.00,2766608946.00,2945704143.00,3104034393.00,3343636773.00,3278584478.00,3787077344.00,4395995086.00,5098250287.00,6318060582.00,7481173066.00,7896860615.00,9483808362.00,9453756015.00,11248340431.00,14647996074.00,18319334300.00,21747855640.00,20670190138.00,21474752962.00,20766047764.00,20106648455.00,21270013326.00,28714571852.00,33920518493.00,37772896221.00,39238392678.00,49305632408.00,49787501584.00,55918538121.00,52417477614.00,57097656066.00,69139823232.00,75790786290.00,82856648758.00,90199410116.00,98860565736.00,99958806891.00,109252000000.00,127986000000.00,164308000000.00,194015000000.00,211798000000.00,231986000000.00,269736000000.00,274327000000.00,235509000000.00,221660000000.00,238663000000.00,225510000000.00,238212000000.00,258625000000.00,291463000000.00,298725000000.00,334602000000.00,384854000000.00,399122000000.00,425889000000.00
GDP (current US$),NY.GDP.MKTP.CD,Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914762873.70,1023005863.00,1180968165.00,1382605389.00,1567402514.00,1563667800.00,1659131244.00,1947332922.00,2328658228.00,2822358473.00,3032400000.00,3422651334.00,4466100440.00,5928420956.00,5487083658.00,5920177689.00,6566098382.00,6690725118.00,7000748788.00,7708834951.00,7085288006.00,6846691871.00,6979581725.00,7491969313.00,7315388052.00,
GDP (current US$),NY.GDP.MKTP.CD,Israel,ISR,2598500000.00,3138500000.00,2510000000.00,2992333333.00,3405333333.00,3663333333.00,3980000000.00,4030000000.00,4619000000.00,5329333333.00,,,,,,,,,,,,,,,,,,,,,,,,,,100606000000.00,110181000000.00,114753000000.00,115999000000.00,117166000000.00,132456000000.00,130816000000.00,121148000000.00,127047000000.00,135571000000.00,142657000000.00,154145000000.00,179162000000.00,216712000000.00,207953000000.00,234655000000.00,262294000000.00,258417000000.00,294167000000.00,310945000000.00,300078000000.00,319024000000.00,355277000000.00,373641000000.00,397935000000.00,407101000000.00
GDP (current US$),NY.GDP.MKTP.CD,Italy,ITA,40385288344.00,44842760293.00,50383891899.00,57710743060.00,63175417019.00,67978153851.00,73654870011.00,81133120065.00,87942231678.00,97085082807.00,113395000000.00,124672000000.00,145260000000.00,175492000000.00,199564000000.00,227696000000.00,224717000000.00,257596000000.00,315058000000.00,393677000000.00,477257000000.00,430703000000.00,427273000000.00,443042000000.00,437888000000.00,452217000000.00,640386000000.00,805713000000.00,891609000000.00,928661000000.00,1181220000000.00,1246220000000.00,1320160000000.00,1064960000000.00,1099220000000.00,1174660000000.00,1312430000000.00,1241880000000.00,1270050000000.00,1252020000000.00,1143830000000.00,1167010000000.00,1270710000000.00,1574150000000.00,1803230000000.00,1857520000000.00,1947920000000.00,2210290000000.00,2398860000000.00,2191240000000.00,2134020000000.00,2291990000000.00,2087080000000.00,2141320000000.00,2159130000000.00,1835900000000.00,1875800000000.00,1956950000000.00,2090910000000.00,2009380000000.00,1888710000000.00
GDP (current US$),NY.GDP.MKTP.CD,Jamaica,JAM,699050679.00,748028839.40,777712445.80,826690466.20,897931401.40,972140557.20,1096738065.00,1148025407.00,1083883355.00,1191287652.00,1404776071.00,1539865514.00,1875048860.00,1905917553.00,2375096249.00,2860411286.00,2966010230.00,3249697393.00,2644449232.00,2425033998.00,2679409453.00,2979061412.00,3293533288.00,3619294121.00,2373566957.00,2100223150.00,2754566176.00,3286987552.00,3828310735.00,4404970059.00,4592224067.00,4106199176.00,3535460090.00,5440064773.00,5452564385.00,6577523825.00,7393883555.00,8400033894.00,8787195622.00,8887061867.00,9005064475.00,9194717836.00,9719017926.00,9430230564.00,10174664854.00,11243868486.00,11930171468.00,12799593018.00,13709402085.00,12120460873.00,13220556883.00,14444655300.00,14807086889.00,14264202737.00,13899228824.00,14188935948.00,14077109397.00,14808989993.00,15730793853.00,15830768550.00,13812425037.00
GDP (current US$),NY.GDP.MKTP.CD,Japan,JPN,44307342950.00,53508617739.00,60723018684.00,69498131797.00,81749006382.00,90950278258.00,105628000000.00,123782000000.00,146601000000.00,172204000000.00,212609000000.00,240152000000.00,318031000000.00,432083000000.00,479626000000.00,521542000000.00,586162000000.00,721412000000.00,1013610000000.00,1055010000000.00,1105390000000.00,1218990000000.00,1134520000000.00,1243320000000.00,1318380000000.00,1398890000000.00,2078950000000.00,2532810000000.00,3071680000000.00,3054910000000.00,3132820000000.00,3584420000000.00,3908810000000.00,4454140000000.00,4998800000000.00,5545560000000.00,4923390000000.00,4492450000000.00,4098360000000.00,4635980000000.00,4968360000000.00,4374710000000.00,4182850000000.00,4519560000000.00,4893120000000.00,4831470000000.00,4601660000000.00,4579750000000.00,5106680000000.00,5289490000000.00,5759070000000.00,6233150000000.00,6272360000000.00,5212330000000.00,4896990000000.00,4444930000000.00,5003680000000.00,4930840000000.00,5036890000000.00,5148780000000.00,5057760000000.00
GDP (current US$),NY.GDP.MKTP.CD,Jordan,JOR,,,,,,599831979.80,658078969.50,631755810.70,561187342.50,698963875.70,639596751.60,678241389.00,788574629.00,943700547.80,1197454207.00,1363039400.00,1708734940.00,2096568479.00,2602748691.00,3271728272.00,3910036925.00,4384685230.00,4680567376.00,4920407601.00,4966710013.00,4993829194.00,6401380000.00,6755599114.00,6277197435.00,4220945005.00,4160003917.00,4344250257.00,5311329067.00,5605841536.00,6237739516.00,6727446632.00,6928359238.00,7246188575.00,7912327362.00,8149106065.00,8460424401.00,8975689845.00,9582453032.00,10195660790.00,11411390409.00,12588665303.00,15056929760.00,17110587447.00,22657662393.00,24537876056.00,27133804225.00,29524149155.00,31634561690.00,34454440141.00,36847643521.00,38587017887.00,39892551127.00,41408960845.00,42932112676.00,44502895915.00,43697659296.00
GDP (current US$),NY.GDP.MKTP.CD,Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26932729103.00,24923076923.00,24917355372.00,23409260880.00,21250792886.00,20374302652.00,21035368251.00,22165932063.00,22135254836.00,16870821840.00,18291994909.00,22152694162.00,24636593223.00,30833699703.00,43151647003.00,57123671734.00,81003884545.00,104850000000.00,133442000000.00,115309000000.00,148047000000.00,192627000000.00,207999000000.00,236635000000.00,221416000000.00,184388000000.00,137278000000.00,166806000000.00,179340000000.00,181667000000.00,171082000000.00
GDP (current US$),NY.GDP.MKTP.CD,Kenya,KEN,791265458.80,792959472.10,868111400.00,926589348.60,998759333.60,997919320.00,1164519673.00,1232559506.00,1353295458.00,1458379415.00,1603447357.00,1778391289.00,2107279157.00,2508998457.00,2969942180.00,3259344936.00,3474542392.00,4494378855.00,5303734883.00,6234390975.00,7265315332.00,6854491454.00,6431579357.00,5979198464.00,6191437070.00,6135034338.00,7239126717.00,7970820531.00,8355380879.00,8283114648.00,8572359163.00,8151479004.00,8209129172.00,5751789915.00,7148145376.00,9046326060.00,12045858436.00,13115773738.00,14093998844.00,12896013577.00,12705357103.00,12986007426.00,13147743911.00,14904517650.00,16095337094.00,18737897745.00,25825524821.00,31958195182.00,35895153328.00,42347217913.00,45405587557.00,46869457318.00,56396706006.00,61671425370.00,68285768554.00,70120413329.00,74815121315.00,82035800868.00,92202956321.00,100555000000.00,101014000000.00
GDP (current US$),NY.GDP.MKTP.CD,Kiribati,KIR,,,,,,,,,,,14295279.54,15278632.48,18936526.95,31710657.73,85637174.37,55081816.99,41109617.50,38748059.44,45210026.32,42620165.44,38715554.54,41369800.05,40572066.13,37837837.84,41246160.60,32125148.40,32085561.50,33608738.27,42972107.20,41119721.65,39809538.68,47515189.28,47737955.35,46919624.64,54832577.86,56338028.17,66515376.79,67537479.59,65334841.06,69032258.06,67254174.40,63101272.37,72196457.68,90231856.80,102367039.30,112133944.30,110234939.80,132671743.00,141042610.30,132419902.00,156120439.30,181705153.60,190243432.80,185114059.60,179703165.40,171117816.70,178328984.10,187276124.80,200157020.60,188391770.60,197508774.30
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Dem. People's Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Rep.",KOR,3958190759.00,2417558289.00,2814318517.00,3988784572.00,3458939358.00,3120833333.00,3928908381.00,4855907142.00,6119284294.00,7678581344.00,9005023184.00,9903499928.00,10862327878.00,13876531432.00,19544094741.00,21784297521.00,29902479339.00,38446487603.00,51972107438.00,66946900826.00,65398646758.00,72933350954.00,78358866335.00,87760360941.00,97510235986.00,101296000000.00,116837000000.00,147948000000.00,199591000000.00,246927000000.00,283368000000.00,330649000000.00,355525000000.00,392666000000.00,463617000000.00,566583000000.00,610170000000.00,569755000000.00,383331000000.00,497513000000.00,576178000000.00,547658000000.00,627246000000.00,702717000000.00,793175000000.00,934901000000.00,1053220000000.00,1172610000000.00,1047340000000.00,943942000000.00,1144070000000.00,1253220000000.00,1278430000000.00,1370800000000.00,1484320000000.00,1465770000000.00,1500110000000.00,1623900000000.00,1724850000000.00,1651420000000.00,1637900000000.00
GDP (current US$),NY.GDP.MKTP.CD,Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5181776769.00,5015894693.00,5344014318.00,6341737194.00,6163785173.00,6735731173.00,7074657898.00,6295820482.00,6682832632.00,7180813376.00,7878508503.00,7899879086.00,7716925356.00
GDP (current US$),NY.GDP.MKTP.CD,Kuwait,KWT,,,,,,2097451694.00,2391486978.00,2441893027.00,2663119574.00,2769532344.00,2873984878.00,3880370402.00,4451200973.00,5408293999.00,13004774557.00,12024138276.00,13131668947.00,14135729588.00,15500908760.00,24746019537.00,28638550499.00,25056672166.00,21577977770.00,20869434305.00,21697297872.00,21442619681.00,17903681693.00,22365734482.00,20692472760.00,24312117767.00,18427777778.00,11008793176.00,19858555215.00,23941391391.00,24848483838.00,27191353887.00,31493319973.00,30355093966.00,25939960630.00,30123850197.00,37712842243.00,34887512227.00,38137545245.00,47876510067.00,59439090601.00,80798630137.00,101549000000.00,114640000000.00,147395000000.00,105963000000.00,115419000000.00,154068000000.00,174070000000.00,174161000000.00,162631000000.00,114567000000.00,109420000000.00,120707000000.00,138182000000.00,136197000000.00,105960000000.00
